atlas_id,n,m,degree_key,closure_key,extended_key
82,6,5,"(6, (1, 1, 1, 2, 2, 3))","(6, (1, 1, 1, 2, 2, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)))","(6, (1, 1, 1, 2, 2, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)), (1, 1, 1, 2, 2, 2), 2, 2)"
83,6,5,"(6, (1, 1, 2, 2, 2, 2))","(6, (1, 1, 2, 2, 2, 2), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(6, (1, 1, 2, 2, 2, 2), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 1, 1, 1, 1, 1), 5, 1)"
84,6,5,"(6, (1, 1, 2, 2, 2, 2))","(6, (1, 1, 2, 2, 2, 2), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (1, 1, 2, 2, 2, 2), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 1, 1, 2, 2, 2), 2, 2)"
85,6,5,"(6, (1, 1, 2, 2, 2, 2))","(6, (1, 1, 2, 2, 2, 2), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(6, (1, 1, 2, 2, 2, 2), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 1, 2, 2, 2, 2), 1, 2)"
86,6,6,"(6, (0, 0, 3, 3, 3, 3))","(6, (0, 0, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (0, 0, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 0, 3, 3, 3, 3), 0, 3)"
87,6,6,"(6, (0, 1, 2, 2, 3, 4))","(6, (0, 1, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(6, (0, 1, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (0, 1, 2, 2, 2, 2), 1, 2)"
88,6,6,"(6, (0, 1, 2, 3, 3, 3))","(6, (0, 1, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(6, (0, 1, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (0, 1, 2, 2, 2, 2), 1, 2)"
89,6,6,"(6, (0, 2, 2, 2, 2, 4))","(6, (0, 2, 2, 2, 2, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (0, 2, 2, 2, 2, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 2, 2, 2, 2, 2), 0, 2)"
90,6,6,"(6, (0, 2, 2, 2, 3, 3))","(6, (0, 2, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)))","(6, (0, 2, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)), (0, 2, 2, 2, 2, 2), 0, 2)"
91,6,6,"(6, (0, 2, 2, 2, 3, 3))","(6, (0, 2, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(6, (0, 2, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (0, 2, 2, 2, 2, 2), 0, 2)"
92,6,6,"(6, (1, 1, 1, 2, 2, 5))","(6, (1, 1, 1, 2, 2, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.1), np.float64(1.0), np.float64(1.0)))","(6, (1, 1, 1, 2, 2, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.1), np.float64(1.0), np.float64(1.0)), (1, 1, 1, 2, 2, 2), 3, 1)"
93,6,6,"(6, (1, 1, 1, 2, 3, 4))","(6, (1, 1, 1, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)))","(6, (1, 1, 1, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)), (1, 1, 1, 2, 2, 2), 3, 1)"
94,6,6,"(6, (1, 1, 1, 3, 3, 3))","(6, (1, 1, 1, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)))","(6, (1, 1, 1, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)), (1, 1, 1, 2, 2, 2), 3, 1)"
95,6,6,"(6, (1, 1, 2, 2, 2, 4))","(6, (1, 1, 2, 2, 2, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(1.0), np.float64(1.0)))","(6, (1, 1, 2, 2, 2, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(1.0), np.float64(1.0)), (1, 1, 1, 2, 2, 2), 3, 1)"
96,6,6,"(6, (1, 1, 2, 2, 2, 4))","(6, (1, 1, 2, 2, 2, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(6, (1, 1, 2, 2, 2, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 1, 2, 2, 2, 2), 2, 1)"
97,6,6,"(6, (1, 1, 2, 2, 3, 3))","(6, (1, 1, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)))","(6, (1, 1, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)), (1, 1, 1, 2, 2, 2), 3, 1)"
98,6,6,"(6, (1, 1, 2, 2, 3, 3))","(6, (1, 1, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(6, (1, 1, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 1, 2, 2, 2, 2), 2, 1)"
99,6,6,"(6, (1, 1, 2, 2, 3, 3))","(6, (1, 1, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(6, (1, 1, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 1, 2, 2, 2, 2), 2, 1)"
100,6,6,"(6, (1, 1, 2, 2, 3, 3))","(6, (1, 1, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)))","(6, (1, 1, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)), (1, 1, 1, 2, 2, 2), 3, 1)"
101,6,6,"(6, (1, 1, 2, 2, 3, 3))","(6, (1, 1, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(6, (1, 1, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (1, 1, 2, 2, 2, 2), 1, 2)"
102,6,6,"(6, (1, 2, 2, 2, 2, 3))","(6, (1, 2, 2, 2, 2, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)))","(6, (1, 2, 2, 2, 2, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)), (1, 1, 1, 2, 2, 2), 3, 1)"
103,6,6,"(6, (1, 2, 2, 2, 2, 3))","(6, (1, 2, 2, 2, 2, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(6, (1, 2, 2, 2, 2, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 1, 2, 2, 2, 2), 2, 1)"
104,6,6,"(6, (1, 2, 2, 2, 2, 3))","(6, (1, 2, 2, 2, 2, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(6, (1, 2, 2, 2, 2, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 2, 2, 2, 2, 2), 1, 1)"
105,6,6,"(6, (2, 2, 2, 2, 2, 2))","(6, (2, 2, 2, 2, 2, 2), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(6, (2, 2, 2, 2, 2, 2), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (2, 2, 2, 2, 2, 2), 0, 1)"
106,6,6,"(6, (2, 2, 2, 2, 2, 2))","(6, (2, 2, 2, 2, 2, 2), (np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (2, 2, 2, 2, 2, 2), (np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (2, 2, 2, 2, 2, 2), 0, 2)"
107,6,7,"(6, (0, 1, 3, 3, 3, 4))","(6, (0, 1, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (0, 1, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 1, 3, 3, 3, 3), 1, 2)"
108,6,7,"(6, (0, 2, 2, 2, 4, 4))","(6, (0, 2, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (0, 2, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 2, 2, 2, 2, 2), 0, 2)"
109,6,7,"(6, (0, 2, 2, 3, 3, 4))","(6, (0, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(6, (0, 2, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (0, 2, 2, 2, 2, 2), 0, 2)"
110,6,7,"(6, (0, 2, 3, 3, 3, 3))","(6, (0, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)))","(6, (0, 2, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)), (0, 2, 2, 2, 2, 2), 0, 2)"
111,6,7,"(6, (1, 1, 2, 2, 3, 5))","(6, (1, 1, 2, 2, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.2), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(6, (1, 1, 2, 2, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.2), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (1, 1, 2, 2, 2, 2), 2, 1)"
112,6,7,"(6, (1, 1, 2, 2, 4, 4))","(6, (1, 1, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)))","(6, (1, 1, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)), (1, 1, 2, 2, 2, 2), 2, 1)"
113,6,7,"(6, (1, 1, 2, 3, 3, 4))","(6, (1, 1, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0)))","(6, (1, 1, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0)), (1, 1, 2, 2, 2, 2), 2, 1)"
114,6,7,"(6, (1, 1, 2, 3, 3, 4))","(6, (1, 1, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(6, (1, 1, 2, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (1, 1, 2, 2, 2, 2), 2, 1)"
115,6,7,"(6, (1, 1, 3, 3, 3, 3))","(6, (1, 1, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)))","(6, (1, 1, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)), (1, 1, 2, 2, 2, 2), 2, 1)"
116,6,7,"(6, (1, 1, 3, 3, 3, 3))","(6, (1, 1, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (1, 1, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 1, 3, 3, 3, 3), 1, 2)"
117,6,7,"(6, (1, 2, 2, 2, 2, 5))","(6, (1, 2, 2, 2, 2, 5), (np.float64(0.0), np.float64(0.2), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (1, 2, 2, 2, 2, 5), (np.float64(0.0), np.float64(0.2), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 2, 2, 2, 2, 2), 1, 1)"
118,6,7,"(6, (1, 2, 2, 2, 3, 4))","(6, (1, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)))","(6, (1, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(1.0)), (1, 2, 2, 2, 2, 2), 1, 1)"
119,6,7,"(6, (1, 2, 2, 2, 3, 4))","(6, (1, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (1, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 2, 2, 2, 2, 2), 1, 1)"
120,6,7,"(6, (1, 2, 2, 2, 3, 4))","(6, (1, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(6, (1, 2, 2, 2, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (1, 1, 2, 2, 2, 2), 2, 1)"
121,6,7,"(6, (1, 2, 2, 2, 3, 4))","(6, (1, 2, 2, 2, 3, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(6, (1, 2, 2, 2, 3, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 2, 2, 2, 2, 2), 1, 1)"
122,6,7,"(6, (1, 2, 2, 3, 3, 3))","(6, (1, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)))","(6, (1, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)), (1, 2, 2, 2, 2, 2), 1, 1)"
123,6,7,"(6, (1, 2, 2, 3, 3, 3))","(6, (1, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(6, (1, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (1, 1, 2, 2, 2, 2), 2, 1)"
124,6,7,"(6, (1, 2, 2, 3, 3, 3))","(6, (1, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)))","(6, (1, 2, 2, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333)), (1, 2, 2, 2, 2, 2), 1, 1)"
125,6,7,"(6, (1, 2, 2, 3, 3, 3))","(6, (1, 2, 2, 3, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(6, (1, 2, 2, 3, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (1, 2, 2, 2, 2, 2), 1, 1)"
126,6,7,"(6, (2, 2, 2, 2, 2, 4))","(6, (2, 2, 2, 2, 2, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(1.0), np.float64(1.0)))","(6, (2, 2, 2, 2, 2, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(1.0), np.float64(1.0)), (2, 2, 2, 2, 2, 2), 0, 1)"
127,6,7,"(6, (2, 2, 2, 2, 3, 3))","(6, (2, 2, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)))","(6, (2, 2, 2, 2, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0)), (2, 2, 2, 2, 2, 2), 0, 1)"
128,6,7,"(6, (2, 2, 2, 2, 3, 3))","(6, (2, 2, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(6, (2, 2, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (2, 2, 2, 2, 2, 2), 0, 1)"
129,6,7,"(6, (2, 2, 2, 2, 3, 3))","(6, (2, 2, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(6, (2, 2, 2, 2, 3, 3), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (2, 2, 2, 2, 2, 2), 0, 1)"
130,6,7,"(6, (2, 2, 2, 2, 3, 3))","(6, (2, 2, 2, 2, 3, 3), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (2, 2, 2, 2, 3, 3), (np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (2, 2, 2, 2, 2, 2), 1, 1)"
131,6,8,"(6, (0, 2, 3, 3, 4, 4))","(6, (0, 2, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (0, 2, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (0, 2, 3, 3, 3, 3), 0, 2)"
132,6,8,"(6, (0, 3, 3, 3, 3, 4))","(6, (0, 3, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)))","(6, (0, 3, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(0.666666666667)), (0, 3, 3, 3, 3, 3), 0, 2)"
133,6,8,"(6, (1, 1, 3, 3, 3, 5))","(6, (1, 1, 3, 3, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.3), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (1, 1, 3, 3, 3, 5), (np.float64(0.0), np.float64(0.0), np.float64(0.3), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 1, 3, 3, 3, 3), 2, 1)"
134,6,8,"(6, (1, 1, 3, 3, 4, 4))","(6, (1, 1, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0)))","(6, (1, 1, 3, 3, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0)), (1, 1, 3, 3, 3, 3), 2, 1)"
135,6,8,"(6, (1, 2, 2, 2, 4, 5))","(6, (1, 2, 2, 2, 4, 5), (np.float64(0.0), np.float64(0.3), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (1, 2, 2, 2, 4, 5), (np.float64(0.0), np.float64(0.3), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 2, 2, 2, 2, 2), 1, 1)"
136,6,8,"(6, (1, 2, 2, 3, 3, 5))","(6, (1, 2, 2, 3, 3, 5), (np.float64(0.0), np.float64(0.3), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(6, (1, 2, 2, 3, 3, 5), (np.float64(0.0), np.float64(0.3), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (1, 2, 2, 2, 2, 2), 1, 1)"
137,6,8,"(6, (1, 2, 2, 3, 4, 4))","(6, (1, 2, 2, 3, 4, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)))","(6, (1, 2, 2, 3, 4, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0)), (1, 2, 2, 2, 2, 2), 1, 1)"
138,6,8,"(6, (1, 2, 2, 3, 4, 4))","(6, (1, 2, 2, 3, 4, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0)))","(6, (1, 2, 2, 3, 4, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.5), np.float64(1.0), np.float64(1.0)), (1, 2, 2, 2, 2, 2), 1, 1)"
139,6,8,"(6, (1, 2, 3, 3, 3, 4))","(6, (1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)))","(6, (1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.333333333333), np.float64(0.5), np.float64(0.666666666667), np.float64(0.666666666667), np.float64(1.0)), (1, 2, 2, 2, 2, 2), 1, 1)"
140,6,8,"(6, (1, 2, 3, 3, 3, 4))","(6, (1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667)))","(6, (1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667)), (1, 2, 2, 2, 2, 2), 1, 1)"
141,6,8,"(6, (1, 2, 3, 3, 3, 4))","(6, (1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)))","(6, (1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.166666666667), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)), (1, 2, 2, 2, 2, 2), 1, 1)"
142,6,8,"(6, (1, 2, 3, 3, 3, 4))","(6, (1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (1, 2, 3, 3, 3, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.5), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (1, 1, 3, 3, 3, 3), 2, 1)"
143,6,8,"(6, (1, 3, 3, 3, 3, 3))","(6, (1, 3, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)))","(6, (1, 3, 3, 3, 3, 3), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(0.666666666667), np.float64(0.666666666667)), (1, 2, 2, 2, 2, 2), 1, 1)"
144,6,8,"(6, (2, 2, 2, 2, 3, 5))","(6, (2, 2, 2, 2, 3, 5), (np.float64(0.3), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)))","(6, (2, 2, 2, 2, 3, 5), (np.float64(0.3), np.float64(0.666666666667), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)), (2, 2, 2, 2, 2, 2), 0, 1)"
145,6,8,"(6, (2, 2, 2, 2, 4, 4))","(6, (2, 2, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)))","(6, (2, 2, 2, 2, 4, 4), (np.float64(0.0), np.float64(0.0), np.float64(0.333333333333), np.float64(0.333333333333), np.float64(1.0), np.float64(1.0)), (2, 2, 2, 2, 2, 2), 0, 1)"
146,6,8,"(6, (2, 2, 2, 2, 4, 4))","(6, (2, 2, 2, 2, 4, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)))","(6, (2, 2, 2, 2, 4, 4), (np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0)), (2, 2, 2, 2, 2, 2), 0, 1)"
